Author,Title,Year,Category,Url,Citations
"Hundhausen, Christopher D. and Agarwal, Pawan and Trevisan, Michael",Online vs. Face-to-face Pedagogical Code Reviews: An Empirical Comparison,2011,"DSA PS: online, remote or MOOC delivery, DSA PS: online remote or MOOC delivery",http://doi.acm.org/10.1145/1953163.1953201,3
"Jin, Wei and Corbett, Albert",Effectiveness of Cognitive Apprenticeship Learning (CAL) and Cognitive Tutors (CT) for Problem Solving Using Fundamental Programming Concepts,2011,LA: assessment: automatic tutoring and assessment systems,http://doi.acm.org/10.1145/1953163.1953254,3
"Denny, Paul and Luxton-Reilly, Andrew and Tempero, Ewan and Hendrickx, Jacob",CodeWrite: Supporting Student-driven Practice of Java,2011,LA: assessment: automatic tutoring and assessment systems,http://doi.acm.org/10.1145/1953163.1953299,22
"Petersen, Andrew and Craig, Michelle and Zingaro, Daniel",Reviewing CS1 Exam Question Content,2011,LA: assessment: exams,http://doi.acm.org/10.1145/1953163.1953340,32
"Marceau, Guillaume and Fisler, Kathi and Krishnamurthi, Shriram",Measuring the Effectiveness of Error Messages Designed for Novice Programmers,2011,LA: learning: errors,http://doi.acm.org/10.1145/1953163.1953308,16
"Cohoon, James P. and Tychonievich, Luther A.",Analysis of a CS1 Approach for Attracting Diverse and Inexperienced Students to Computing Majors,2011,Students: gender diversity inclusion accessibililty,http://doi.acm.org/10.1145/1953163.1953217,8
"Dyke, Gregory",Which Aspects of Novice Programmers' Usage of an IDE Predict Learning Outcomes,2011,Students: predicting and measuring success: programming process data,http://doi.acm.org/10.1145/1953163.1953309,9
"Tew, Allison Elliott and Guzdial, Mark",The FCS1: A Language Independent Assessment of CS1 Knowledge,2011,Students: prior knowledge: concept inventories; geek genes; misconceptions,http://doi.acm.org/10.1145/1953163.1953200,33
"Shinners-Kennedy, Dermot and Barnes, David J.","The Novice Programmer's ""Device to Think with""",2011,Teaching: aids examples tricks,http://doi.acm.org/10.1145/1953163.1953310,0
"Drake, Peter and Sung, Kelvin",Teaching Introductory Programming with Popular Board Games,2011,Teaching: games,http://doi.acm.org/10.1145/1953163.1953338,9
"Davies, Stephen and Polack-Wahl, Jennifer A. and Anewalt, Karen",A Snapshot of Current Practices in Teaching the Introductory Programming Sequence,2011,Teaching: general,http://doi.acm.org/10.1145/1953163.1953339,13
"Hubwieser, Peter and Berges, Marc",Minimally Invasive Programming Courses: Learning OOP with(out) Instruction,2011,Teaching: other,http://doi.acm.org/10.1145/1953163.1953195,5
"Chamillard, A. T.",Using a Student Response System in CS1 and CS2,2011,Teaching: other,http://doi.acm.org/10.1145/1953163.1953253,5
"Miller, L. D. and Soh, Leen-Kiat and Nugent, Gwen and Kupzyk, Kevin and Masmaliyeva, Leyla and Samal, Ashok",Evaluating the Use of Learning Objects in CS1,2011,Teaching: other,http://doi.acm.org/10.1145/1953163.1953183,0
"Stone, Jeffrey A. and Clark, Tricia K.",The Impact of Problem-oriented Animated Learning Modules in a CS1-style Course,2011,Teaching: video,http://doi.acm.org/10.1145/1953163.1953182,2
"Jenkins, Jam and Brannock, Evelyn and Cooper, Thomas and Dekhane, Sonal and Hall, Mark and Nguyen, Michael",Perspectives on Active Learning and Collaboration: JavaWIDE in the Classroom,2012,CA: other: collaborative tools,http://doi.acm.org/10.1145/2157136.2157194,4
"Scaffidi, Christopher and Dahotre, Aniket and Zhang, Yan",How Well Do Online Forums Facilitate Discussion and Collaboration Among Novice Animation Programmers?,2012,CA: other: collaborative tools,http://doi.acm.org/10.1145/2157136.2157195,3
"Radermacher, Alex and Walia, Gursimran and Rummelt, Richard",Assigning Student Programming Pairs Based on Their Mental Model Consistency: An Initial Investigation,2012,CA: pair programming,http://doi.acm.org/10.1145/2157136.2157236,4
"Sprenkle, Sara and Duvall, Shannon",Reshaping the Image of Computer Science in Only Fifteen Minutes (of Class) a Week,2012,Content: other,http://doi.acm.org/10.1145/2157136.2157308,1
"Haungs, Michael and Clark, Christopher and Clements, John and Janzen, David",Improving First-year Success and Retention Through Interest-based CS0 Courses,2012,DSA: How CS1 relates to CS0 or CS2,http://doi.acm.org/10.1145/2157136.2157307,18
"Zingaro, Daniel and Petersen, Andrew and Craig, Michelle",Stepping Up to Integrative Questions on CS1 Exams,2012,LA: assessment: exams,http://doi.acm.org/10.1145/2157136.2157215,6
"Gluga, Richard and Kay, Judy and Lister, Raymond and Kleitman, Sabina and Lever, Tim",Over-confidence and Confusion in Using Bloom for Programming Fundamentals Assessment,2012,LA: learning: conceptual or cognitive issues (load - mental models - notional machines),http://doi.acm.org/10.1145/2157136.2157181,9
"Craig, Michelle and Petersen, Sarah and Petersen, Andrew",Following a Thread: Knitting Patterns and Program Tracing,2012,LA: learning: other,http://doi.acm.org/10.1145/2157136.2157204,4
"Murphy, Laurie and McCauley, Ren{\'e}e and Fitzgerald, Sue",'Explain in Plain English' Questions: Implications for Teaching,2012,LA: learning: other,http://doi.acm.org/10.1145/2157136.2157249,10
"Jamieson, Alan C. and Jamieson, Lindsay H. and Johnson, Angela C.",Application of Non-programming Focused Treisman-style Workshops in Introductory Computer Science,2012,Students: gender diversity inclusion accessibililty,http://doi.acm.org/10.1145/2157136.2157219,0
"Piech, Chris and Sahami, Mehran and Koller, Daphne and Cooper, Steve and Blikstein, Paulo",Modeling How Students Learn to Program,2012,Students: predicting and measuring success,http://doi.acm.org/10.1145/2157136.2157182,40
"Carter, Paul",An Experience Report: On the Use of Multimedia Pre-instruction and Just-in-time Teaching in a CS1 Course,2012,Teaching: other,http://doi.acm.org/10.1145/2157136.2157244,10
"Stone, Jeffrey A.",Using Reflective Blogs for Pedagogical Feedback in CS1,2012,Teaching: other,http://doi.acm.org/10.1145/2157136.2157216,3
"Greenberg, Ira and Kumar, Deepak and Xu, Dianna",Creative Coding and Visual Portfolios for CS1,2012,Teaching: other,http://doi.acm.org/10.1145/2157136.2157214,14
"Vilner, Tamar and Zur, Ela and Sagi, Ronit",Integrating Video Components in CS1,2012,Teaching: video,http://doi.acm.org/10.1145/2157136.2157176,3
"Blank, Douglas and Kay, Jennifer S. and Marshall, James B. and O'Hara, Keith and Russo, Mark","Calico: A Multi-programming-language, Multi-context Framework Designed for Computer Science Education",2012,Tools: editors apis etc,http://doi.acm.org/10.1145/2157136.2157158,2
"Dewan, Prasun",How a Language-based GUI Generator Can Influence the Teaching of Object-oriented Programming,2012,Tools: visualization,http://doi.acm.org/10.1145/2157136.2157159,0
"Zingaro, Daniel and Bailey Lee, Cynthia and Porter, Leo",Peer Instruction in Computing: The Role of Reading Quizzes,2013,CA: peer instruction,http://doi.acm.org/10.1145/2445196.2445216,14
"Rebelsky, Samuel A. and Davis, Janet and Weinman, Jerod",Building Knowledge and Confidence with Mediascripting: A Successful Interdisciplinary Approach to CS1,2013,Content: other: media computation,http://doi.acm.org/10.1145/2445196.2445342,3
"Ko, Yousun and Burgstaller, Bernd and Scholz, Bernhard",Parallel from the Beginning: The Case for Multicore Programming in Thecomputer Science Undergraduate Curriculum,2013,Content: upper level topics in CS1,http://doi.acm.org/10.1145/2445196.2445320,2
"Pournaghshband, Vahab",Teaching the Security Mindset to CS1 Students,2013,Content: upper level topics in CS1,http://doi.acm.org/10.1145/2445196.2445299,1
"Esper, Sarah and Foster, Stephen R. and Griswold, William G.",On the Nature of Fires and How to Spark Them when You'Re Not There,2013,DSA PS: other,http://doi.acm.org/10.1145/2445196.2445290,6
"Black, Andrew P. and Bruce, Kim B. and Homer, Michael and Noble, James and Ruskin, Amy and Yannow, Richard",Seeking Grace: A New Object-oriented Language for Novices,2013,FLP: specific paradigms,http://doi.acm.org/10.1145/2445196.2445240,9
"Razak, Saquib",A Case for Course Capstone Projects in CS1,2013,LA: assessment: other: projects,http://doi.acm.org/10.1145/2445196.2445398,1
"Ginat, David and Shmalo, Ronit",Constructive Use of Errors in Teaching CS1,2013,LA: learning: errors,http://doi.acm.org/10.1145/2445196.2445300,4
"Hertz, Matthew and Ford, Sarah Michele",Investigating Factors of Student Learning in Introductory Courses,2013,LA: learning: general learning,http://doi.acm.org/10.1145/2445196.2445254,2
"Anderson, Nicole and Gegg-Harrison, Tim","Learning Computer Science in the ""Comfort Zone of Proximal Development""",2013,LA: learning: learning styles,http://doi.acm.org/10.1145/2445196.2445344,2
"Lee, Cynthia Bailey","Experience Report: CS1 in MATLAB for Non-majors, with Media Computation and Peer Instruction",2013,Students: non-majors,http://doi.acm.org/10.1145/2445196.2445214,7
"Lawrance, Joseph and Jung, Seikyung and Wiseman, Charles",Git on the Cloud in the Classroom,2013,Students: non-majors,http://doi.acm.org/10.1145/2445196.2445386,5
"Sullivan, David G.",A Data-centric Introduction to Computer Science for Non-majors,2013,Students: non-majors,http://doi.acm.org/10.1145/2445196.2445222,12
"Tafliovich, Anya and Campbell, Jennifer and Petersen, Andrew",A Student Perspective on Prior Experience in CS1,2013,Students: prior knowledge,http://doi.acm.org/10.1145/2445196.2445270,8
"Porter, Leo and Simon, Beth",Retaining Nearly One-third More Majors with a Trio of Instructional Best Practices in CS1,2013,Students: retention,http://doi.acm.org/10.1145/2445196.2445248,51
"Decker, Adrienne and Lawley, Elizabeth Lane",Life's a Game and the Game of Life: How Making a Game out of It Can Change Student Behavior,2013,Students: retention,http://doi.acm.org/10.1145/2445196.2445269,7
"Hertz, Matthew and Jump, Maria",Trace-based Teaching in Early Programming Courses,2013,Teaching: aids examples tricks,http://doi.acm.org/10.1145/2445196.2445364,7
"Lockwood, Kate and Esselstein, Rachel",The Inverted Classroom and the CS Curriculum,2013,Teaching: flipped approaches,http://doi.acm.org/10.1145/2445196.2445236,20
"Rubin, Marc J.",The Effectiveness of Live-coding to Teach Introductory Programming,2013,Teaching: other,http://doi.acm.org/10.1145/2445196.2445388,10
"Bayzick, Jennifer and Askins, Bradley and Kalafut, Sharon and Spear, Michael",Reading Mobile Games Throughout the Curriculum,2013,Tools: editors apis etc,http://doi.acm.org/10.1145/2445196.2445264,5
"Zingaro, Daniel and Cherenkova, Yuliya and Karpova, Olessia and Petersen, Andrew",Facilitating Code-writing in PI Classes,2013,Tools: other,http://doi.acm.org/10.1145/2445196.2445369,15
"Guo, Philip J.",Online Python Tutor: Embeddable Web-based Program Visualization for Cs Education,2013,Tools: visualization,http://doi.acm.org/10.1145/2445196.2445368,51
"Hu, Helen H. and Shepherd, Tricia D.",Teaching CS 1 with POGIL Activities and Roles,2014,CA: other,http://doi.acm.org/10.1145/2538862.2538954,12
"Zarb, Mark and Hughes, Janet and Richards, John",Evaluating Industry-inspired Pair Programming Communication Guidelines with Undergraduate Students,2014,CA: pair programming,http://doi.acm.org/10.1145/2538862.2538980,1
"Zingaro, Daniel",Peer Instruction Contributes to Self-efficacy in CS1,2014,CA: peer instruction,http://doi.acm.org/10.1145/2538862.2538878,17
"Warren, Joe and Rixner, Scott and Greiner, John and Wong, Stephen",Facilitating Human Interaction in an Online Programming Course,2014,"DSA PS: online, remote or MOOC delivery, DSA PS: online remote or MOOC delivery",http://doi.acm.org/10.1145/2538862.2538893,5
"Bart, Austin Cory and Tilevich, Eli and Hall, Simin and Allevato, Tony and Shaffer, Clifford A.",Transforming Introductory Computer Science Projects via Real-time Web Data,2014,LA: assessment: authentic assessment,http://doi.acm.org/10.1145/2538862.2538941,6
"Gaudencio, Matheus and Dantas, Ayla and Guerrero, Dalton D.S.",Can Computers Compare Student Code Solutions As Well As Teachers?,2014,LA: assessment: automatic tutoring and assessment systems,http://doi.acm.org/10.1145/2538862.2538973,3
"Moreno, Andr{\'e}s and Sutinen, Erkki and Joy, Mike",Defining and Evaluating Conflictive Animations for Programming Education: The Case of Jeliot ConAn,2014,LA: learning: errors,http://doi.acm.org/10.1145/2538862.2538888,1
"DeNero, John and Martinis, Stephen",Teaching Composition Quality at Scale: Human Judgment in the Age of Autograders,2014,LA: learning: reading or writing or tracing or debugging or testing,http://doi.acm.org/10.1145/2538862.2538976,2
"Charters, Polina and Lee, Michael J. and Ko, Andrew J. and Loksa, Dastyni",Challenging Stereotypes and Changing Attitudes: The Effect of a Brief Programming Encounter on Adults' Attitudes Toward Programming,2014,Students: gender diversity inclusion accessibililty,http://doi.acm.org/10.1145/2538862.2538938,8
"Davis, Don and Yuen, Timothy and Berland, Matthew",Multiple Case Study of Nerd Identity in a CS1 Class,2014,Students: gender diversity inclusion accessibililty,http://doi.acm.org/10.1145/2538862.2538960,2
"Kane, Shaun K. and Bigham, Jeffrey P.","Tracking @Stemxcomet: Teaching Programming to Blind Students via 3D Printing, Crisis Management, and Twitter",2014,Students: gender diversity inclusion accessibililty,http://doi.acm.org/10.1145/2538862.2538975,17
"Collier, Robert Don and Kawash, Jalal",Lessons Learned and Recommended Strategies for Game Development Components in a Computer Literacy Course,2014,Students: non-majors,http://doi.acm.org/10.1145/2538862.2538887,0
"Cherenkova, Yuliya and Zingaro, Daniel and Petersen, Andrew",Identifying Challenging CS1 Concepts in a Large Problem Dataset,2014,Students: predicting and measuring success,http://doi.acm.org/10.1145/2538862.2538966,10
"Porter, Leo and Zingaro, Daniel",Importance of Early Performance in CS1: Two Conflicting Assessment Stories,2014,Students: predicting and measuring success,http://doi.acm.org/10.1145/2538862.2538912,8
"Alvarado, Christine and Lee, Cynthia Bailey and Gillespie, Gary","New CS1 Pedagogies and Curriculum, the Same Success Factors?",2014,Students: predicting and measuring success,http://doi.acm.org/10.1145/2538862.2538897,8
"Watson, Christopher and Li, Frederick W.B. and Godwin, Jamie L.",No Tests Required: Comparing Traditional and Dynamic Predictors of Programming Success,2014,Students: predicting and measuring success,http://doi.acm.org/10.1145/2538862.2538930,36
"Heinonen, Kenny and Hirvikoski, Kasper and Luukkainen, Matti and Vihavainen, Arto",Using CodeBrowser to Seek Differences Between Novice Programmers,2014,Students: predicting and measuring success: programming process data,http://doi.acm.org/10.1145/2538862.2538981,4
"Brown, Neil Christopher Charles and K\""{o}lling, Michael and McCall, Davin and Utting, Ian",Blackbox: A Large Scale Repository of Novice Programmers' Activity,2014,Students: predicting and measuring success: programming process data,http://doi.acm.org/10.1145/2538862.2538924,18
"Campbell, Jennifer and Horton, Diane and Craig, Michelle and Gries, Paul",Evaluating an Inverted CS1,2014,Teaching: flipped approaches,http://doi.acm.org/10.1145/2538862.2538943,14
"Sanford, Joseph P. and Tietz, Aaron and Farooq, Saad and Guyer, Samuel and Shapiro, R. Benjamin",Metaphors We Teach by,2014,Teaching: other,http://doi.acm.org/10.1145/2538862.2538945,4
"Miller, L. D. and Soh, Leen-Kiat and Chiriacescu, Vlad and Ingraham, Elizabeth and Shell, Duane F. and Hazley, Melissa Patterson",Integrating Computational and Creative Thinking to Improve Learning and Performance in CS1,2014,Teaching: other: computational thinking,http://doi.acm.org/10.1145/2538862.2538940,8
"Newhall, Tia and Meeden, Lisa and Danner, Andrew and Soni, Ameet and Ruiz, Frances and Wicentowski, Richard",A Support Program for Introductory CS Courses That Improves Student Performance and Retains Students from Underrepresented Groups,2014,Teaching: other: teaching assistants and mentors,http://doi.acm.org/10.1145/2538862.2538923,11
"Tang, Terry and Rixner, Scott and Warren, Joe",An Environment for Learning Interactive Programming,2014,Tools: editors apis etc,http://doi.acm.org/10.1145/2538862.2538908,4
"Edwards, Stephen H. and Tilden, Daniel S. and Allevato, Anthony",Pythy: Improving the Introductory Python Programming Experience,2014,Tools: editors apis etc,http://doi.acm.org/10.1145/2538862.2538977,2
"Ilinkin, Ivaylo",Opportunities for Android Projects in a CS1 Course,2014,Tools: other,http://doi.acm.org/10.1145/2538862.2538983,3
"Cross, James and Hendrix, Dean and Barowski, Larry and Umphress, David",Dynamic Program Visualizations: An Experience Report,2014,Tools: visualization,http://doi.acm.org/10.1145/2538862.2538958,3
"Zarb, Mark and Hughes, Janet and Richards, John",Further Evaluations of Industry-Inspired Pair Programming Communication Guidelines with Undergraduate Students,2015,CA: pair programming,http://doi.acm.org/10.1145/2676723.2677241,1
"Anderson, Ruth E. and Ernst, Michael D. and Ord\'{o}\~{n}ez, Robert and Pham, Paul and Tribelhorn, Ben",A Data Programming CS1 Course,2015,Content: other: data science approach,http://doi.acm.org/10.1145/2676723.2677309,10
"Hall-Holt, Olaf A. and Sanft, Kevin R.",Statistics-infused Introduction to Computer Science,2015,Content: other: data science approach,http://doi.acm.org/10.1145/2676723.2677218,3
"Matsuzawa, Yoshiaki and Ohata, Takashi and Sugiura, Manabu and Sakai, Sanshiro",Language Migration in non-CS Introductory Programming Through Mutual Language Translation Environment,2015,FLP: other: language agnostic approaches,http://doi.acm.org/10.1145/2676723.2677230,6
"Wilcox, Chris",The Role of Automation in Undergraduate Computer Science Education,2015,LA: assessment: automatic tutoring and assessment systems,http://doi.acm.org/10.1145/2676723.2677226,4
"Pettit, Raymond and Homer, John and Gee, Roger and Mengel, Susan and Starbuck, Adam",An Empirical Study of Iterative Improvement in Programming Assignments,2015,LA: assessment: automatic tutoring and assessment systems,http://doi.acm.org/10.1145/2676723.2677279,4
"Denny, Paul",Generating Practice Questions As a Preparation Strategy for Introductory Programming Exams,2015,LA: assessment: exams,http://doi.acm.org/10.1145/2676723.2677253,3
"VanDeGrift, Tammy",Supporting Creativity and User Interaction in CS 1 Homework Assignments,2015,LA: assessment: other: homework and quizzes,http://doi.acm.org/10.1145/2676723.2677250,3
"Wood, Zo\""{e} and Keen, Aaron",Building Worlds: Bridging Imperative-First and Object-Oriented Programming in CS1-CS2,2015,LA: assessment: other: projects,http://doi.acm.org/10.1145/2676723.2677249,0
"Pokorny, Kian L.",Creating a Computer Simulator As a CS1 Student Project,2015,LA: assessment: other: projects,http://doi.acm.org/10.1145/2676723.2677210,1
"Wittman, Barry and Pretz, Jean","Bats, Balls, and Lures: Cognitive Style in CS Education",2015,LA: learning: conceptual or cognitive issues (load - mental models - notional machines),http://doi.acm.org/10.1145/2676723.2677291,0
"Keen, Aaron and Mammen, Kurt",Program Decomposition and Complexity in CS1,2015,LA: learning: learning styles,http://doi.acm.org/10.1145/2676723.2677219,2
"Vihavainen, Arto and Miller, Craig S. and Settle, Amber",Benefits of Self-explanation in Introductory Programming,2015,LA: learning: other,http://doi.acm.org/10.1145/2676723.2677260,1
"Sudol-DeLyser, Leigh Ann",Expression of Abstraction: Self Explanation in Code Production,2015,LA: learning: reading or writing or tracing or debugging or testing,http://doi.acm.org/10.1145/2676723.2677222,0
"Ginat, David and Menashe, Eti",SOLO Taxonomy for Assessing Novices' Algorithmic Design,2015,LA: learning: reading or writing or tracing or debugging or testing,http://doi.acm.org/10.1145/2676723.2677311,3
"Norman, Victor T. and Adams, Joel C.",Improving Non-CS Major Performance in CS1,2015,Students: non-majors,http://doi.acm.org/10.1145/2676723.2677214,1
"Baldwin, Douglas","Can We ""Flip"" Non-Major Programming Courses Yet?",2015,Students: non-majors,http://doi.acm.org/10.1145/2676723.2677271,3
"Settle, Amber and Lalor, John and Steinbach, Theresa",Reconsidering the Impact of CS1 on Novice Attitudes,2015,Students: other: (attitudes self-efficacy at-risk),http://doi.acm.org/10.1145/2676723.2677235,5
"Carter, Jason and Dewan, Prasun and Pichiliani, Mauro",Towards Incremental Separation of Surmountable and Insurmountable Programming Difficulties,2015,Students: predicting and measuring success,http://doi.acm.org/10.1145/2676723.2677294,9
"Altadmri, Amjad and Brown, Neil C.C.",37 Million Compilations: Investigating Novice Programming Mistakes in Large-Scale Student Data,2015,Students: predicting and measuring success: programming process data,http://doi.acm.org/10.1145/2676723.2677258,29
"Spacco, Jaime and Denny, Paul and Richards, Brad and Babcock, David and Hovemeyer, David and Moscola, James and Duvall, Robert",Analyzing Student Work Patterns Using Programming Exercise Data,2015,Students: predicting and measuring success: programming process data,http://doi.acm.org/10.1145/2676723.2677297,13
"Horton, Diane and Craig, Michelle","Drop, Fail, Pass, Continue: Persistence in CS1 and Beyond in Traditional and Inverted Delivery",2015,Students: retention,http://doi.acm.org/10.1145/2676723.2677273,12
"Latulipe, Celine and Long, N. Bruce and Seminario, Carlos E.",Structuring Flipped Classes with Lightweight Teams and Gamification,2015,Teaching: flipped approaches,http://doi.acm.org/10.1145/2676723.2677240,12
"Lacher, Lisa L. and Lewis, Mark C.",The Effectiveness of Video Quizzes in a Flipped Class,2015,Teaching: flipped approaches,http://doi.acm.org/10.1145/2676723.2677302,5
"Blaheta, Don",Unci: A C++-based Unit-testing Framework for Intro Students,2015,Tools: debugging and testing,http://doi.acm.org/10.1145/2676723.2677228,0
"Gaspar, Alessio and Torsella, Joni and Honken, Nora and Sohoni, Sohum and Arnold, Colin",Differences in the Learning Principles Dominating Student-Student vs. Student-Instructor Interactions While Working on Programming Tasks,2016,CA: other,http://doi.acm.org/10.1145/2839509.2844627,1
"Eck, Adam and Soh, Leen-Kiat and Shell, Duane F.",Investigating Differences in Wiki-based Collaborative Activities Between Student Engagement Profiles in CS1,2016,CA: other: collaborative tools,http://doi.acm.org/10.1145/2839509.2844615,0
"McChesney, Ian",Three Years of Student Pair Programming: Action Research Insights and Outcomes,2016,CA: pair programming,http://doi.acm.org/10.1145/2839509.2844565,3
"Porter, Leo and Bouvier, Dennis and Cutts, Quintin and Grissom, Scott and Lee, Cynthia and McCartney, Robert and Zingaro, Daniel and Simon, Beth",A Multi-institutional Study of Peer Instruction in Introductory Computing,2016,CA: peer instruction,http://doi.acm.org/10.1145/2839509.2844642,7
"Horton, Diane and Campbell, Jennifer and Craig, Michelle","Online CS1: Who Enrols, Why, and How Do They Do?",2016,"DSA PS: online, remote or MOOC delivery, DSA PS: online remote or MOOC delivery",http://doi.acm.org/10.1145/2839509.2844578,2
"Marling, Cindy and Juedes, David",CS0 for Computer Science Majors at Ohio University,2016,DSA: How CS1 relates to CS0 or CS2,http://doi.acm.org/10.1145/2839509.2844624,3
"Wiegand, R. Paul and Bucci, Anthony and Kumar, Amruth N. and Albert, Jennifer L. and Gaspar, Alessio",A Data-Driven Analysis of Informatively Hard Concepts in Introductory Programming,2016,LA: learning: conceptual or cognitive issues (load - mental models - notional machines),http://doi.acm.org/10.1145/2839509.2844629,1
"Becker, Brett A.",An Effective Approach to Enhancing Compiler Error Messages,2016,LA: learning: errors,http://doi.acm.org/10.1145/2839509.2844584,11
"Ahadi, Alireza and Behbood, Vahid and Vihavainen, Arto and Prior, Julia and Lister, Raymond",Students' Syntactic Mistakes in Writing Seven Different Types of SQL Queries and Its Application to Predicting Students' Success,2016,LA: learning: errors,http://doi.acm.org/10.1145/2839509.2844640,7
"Castro, Francisco Enrique Vicente and Fisler, Kathi",On the Interplay Between Bottom-Up and Datatype-Driven Program Design,2016,LA: learning: learning styles,http://doi.acm.org/10.1145/2839509.2844574,3
"Pachulski Camara, Bruno Henrique and Graciotto Silva, Marco Aur{\'e}lio",A Strategy to Combine Test-Driven Development and Test Criteria to Improve Learning of Programming Skills,2016,LA: learning: reading or writing or tracing or debugging or testing,http://doi.acm.org/10.1145/2839509.2844633,2
"Sahami, Mehran and Piech, Chris","As CS Enrollments Grow, Are We Attracting Weaker Students?",2016,Students: other: enrollment issues,http://doi.acm.org/10.1145/2839509.2844621,4
"Leinonen, Juho and Longi, Krista and Klami, Arto and Vihavainen, Arto",Automatic Inference of Programming Performance and Experience from Typing Patterns,2016,Students: predicting and measuring success,http://doi.acm.org/10.1145/2839509.2844612,8
"Lishinski, Alex and Yadav, Aman and Enbody, Richard and Good, Jon",The Influence of Problem Solving Abilities on Students' Performance on Different Assessment Tasks in CS1,2016,Students: predicting and measuring success,http://doi.acm.org/10.1145/2839509.2844596,1
"Caceffo, Ricardo and Wolfman, Steve and Booth, Kellogg S. and Azevedo, Rodolfo",Developing a Computer Science Concept Inventory for Introductory Programming,2016,Students: prior knowledge: concept inventories; geek genes; misconceptions,http://doi.acm.org/10.1145/2839509.2844559,7
"Shell, Duane F. and Soh, Leen-Kiat and Flanigan, Abraham E. and Peteranetz, Markeya S.",Students' Initial Course Motivation and Their Achievement and Retention in College CS1 Courses,2016,Students: retention,http://doi.acm.org/10.1145/2839509.2844606,6
"Maxwell, Bruce A. and Taylor, Stephanie R.",Comparing Outcomes Across Different Contexts in CS1,2017,Content: other: CS+X,http://doi.acm.org/10.1145/3017680.3017757,1
"Fitzpatrick, J. Michael and L{\'e}deczi, \'{A}kos and Narasimham, Gayathri and Lafferty, Lee and Labrie, R{\'e}al and Mielke, Paul T. and Kumar, Aatish and Brady, Katherine A.",Lessons Learned in the Design and Delivery of an Introductory Programming MOOC,2017,"DSA PS: online, remote or MOOC delivery, DSA PS: online remote or MOOC delivery",http://doi.acm.org/10.1145/3017680.3017730,1
"Price, Thomas W. and Dong, Yihuan and Lipovac, Dragan",iSnap: Towards Intelligent Tutoring in Novice Programming Environments,2017,LA: assessment: automatic tutoring and assessment systems,http://doi.acm.org/10.1145/3017680.3017762,4
"Cheng, Nick and Harrington, Brian",The Code Mangler: Evaluating Coding Ability Without Writing Any Code,2017,LA: assessment: exams,http://doi.acm.org/10.1145/3017680.3017704,4
"Cao, Yingjun and Porter, Leo",Evaluating Student Learning from Collaborative Group Tests in Introductory Computing,2017,LA: assessment: exams,http://doi.acm.org/10.1145/3017680.3017729,6
"Lovellette, Ellie and Matta, John and Bouvier, Dennis and Frye, Roger",Just the Numbers: An Investigation of Contextualization of Problems for Novice Programmers,2017,LA: assessment: general,http://doi.acm.org/10.1145/3017680.3017726,1
"Pettit, Raymond S. and Homer, John and Gee, Roger",Do Enhanced Compiler Error Messages Help Students?: Results Inconclusive.,2017,LA: learning: errors,http://doi.acm.org/10.1145/3017680.3017768,3
"Alqadi, Basma S. and Maletic, Jonathan I.",An Empirical Study of Debugging Patterns Among Novices Programmers,2017,LA: learning: reading or writing or tracing or debugging or testing,http://doi.acm.org/10.1145/3017680.3017761,2
"Babes-Vroman, Monica and Juniewicz, Isabel and Lucarelli, Bruno and Fox, Nicole and Nguyen, Thu and Tjang, Andrew and Haldeman, Georgiana and Mehta, Ashni and Chokshi, Risham",Exploring Gender Diversity in CS at a Large Public R1 Research University,2017,Students: gender diversity inclusion accessibililty,http://doi.acm.org/10.1145/3017680.3017773,3
"Sax, Linda J. and Lehman, Kathleen J. and Zavala, Christina",Examining the Enrollment Growth: Non-CS Majors in CS1 Courses,2017,Students: non-majors,http://doi.acm.org/10.1145/3017680.3017781,1
"Castro-Wunsch, Karo and Ahadi, Alireza and Petersen, Andrew",Evaluating Neural Networks As a Method for Identifying Students in Need of Assistance,2017,Students: other: (attitudes self-efficacy at-risk),http://doi.acm.org/10.1145/3017680.3017792,1
"Khosravi, Hassan and Cooper, Kendra M.L.",Using Learning Analytics to Investigate Patterns of Performance and Engagement in Large Classes,2017,Students: predicting and measuring success,http://doi.acm.org/10.1145/3017680.3017711,3
"Estey, Anthony and Keuning, Hieke and Coady, Yvonne",Automatically Classifying Students in Need of Support by Detecting Changes in Programming Behaviour,2017,Students: predicting and measuring success: programming process data,http://doi.acm.org/10.1145/3017680.3017790,4
"Kirkpatrick, Michael S. and Mayfield, Chris",Evaluating an Alternative CS1 for Students with Prior Programming Experience,2017,Students: prior knowledge,http://doi.acm.org/10.1145/3017680.3017759,5
"Kohn, Tobias",Variable Evaluation: An Exploration of Novice Programmers' Understanding and Common Misconceptions,2017,Students: prior knowledge: concept inventories; geek genes; misconceptions,http://doi.acm.org/10.1145/3017680.3017724,2
"Edgcomb, Alex and Vahid, Frank and Lysecky, Roman and Lysecky, Susan","Getting Students to Earnestly Do Reading, Studying, and Homework in an Introductory Programming Class",2017,Teaching: other,http://doi.acm.org/10.1145/3017680.3017732,1
"Shell, Duane F. and Soh, Leen-Kiat and Flanigan, Abraham E. and Peteranetz, Markeya S. and Ingraham, Elizabeth",Improving Students' Learning and Achievement in CS Classrooms Through Computational Creativity Exercises That Integrate Computational and Creative Thinking,2017,Teaching: other: computational thinking,http://doi.acm.org/10.1145/3017680.3017718,1
